product_id,customer_id,Rate
68645,82526,5
85995,82526,1
45481,82526,3
58119,82526,5
93621,82526,3
84087,70795,1
27999,70795,1
30764,70795,4
51663,70795,4
31560,70795,3
50895,23842,3
57539,97665,4
28490,97873,4
63552,84652,5
76071,84652,4
98278,34482,4
93592,66864,5
73728,66864,5
69106,66864,2
13879,66864,5
33827,64662,5
97634,51464,5
13046,51464,4
59271,91415,2
72434,65754,1
35362,65754,1
70996,65754,5
13958,65754,5
42050,65754,5
15287,42999,5
58119,51464,4
55803,51464,5
21861,68438,5
29218,16919,1
66203,16919,5
51120,16919,4
38954,16919,5
56497,16919,4
10784,12453,4
28849,12453,5
76356,12453,4
55702,48380,4
22163,48380,5
36952,48380,5
53148,75313,5
69753,75313,5
26479,20153,4
62621,70795,5
58291,70795,5
41466,70795,5
96878,70795,5
44043,56130,3
91609,15320,5
95430,77415,1
35980,77415,2
37381,77415,5
17116,49492,4
74791,49492,3
99390,49492,5
74791,49492,4
55263,49492,5
69655,54277,5
90267,54277,5
86832,54277,5
77843,54277,5
65377,93031,4
89692,98963,4
81302,98963,5
81302,66877,4
87054,66877,5
50934,66877,4
83284,66877,5
73189,31303,3
59676,39050,4
76667,39050,5
15816,39050,3
38242,39050,5
84275,94139,1
12205,94139,5
76356,57218,5
69942,57218,5
88291,57218,5
60944,57218,4
30312,79399,4
86593,69075,1
71261,29834,5
83292,29834,5
13143,29834,4
51875,15589,5
24443,15589,5
85504,77141,5
36757,31029,5
60097,31029,5
51153,94254,5
53417,94254,5
44569,47008,5
25090,25736,5
84102,25736,5
11134,44389,4
93220,44389,5
61005,10793,5
83690,87723,5
93108,82521,5
29233,82521,4
60925,34205,3
75501,53099,4
23505,53099,5
24537,53099,4
10119,53099,4
29028,17003,5
55322,80692,4
70910,96486,4
10119,29354,5
73037,29354,1
82586,29354,4
92944,29354,3
38904,29354,5
63139,29354,4
74791,29354,5
29272,29354,1
96653,29354,5
32793,87786,5
85995,87786,4
61003,36101,4
70871,54930,5
22065,98963,3
31709,91415,1
27395,91415,1
72291,83669,5
51095,24840,5
72244,24840,4
17901,75098,5
59928,75998,5
29563,75998,4
96558,22205,4
10207,93465,5
90827,47466,5
23177,47466,5
23177,47466,5
51999,47466,5
21628,74406,4
90896,36561,5
77591,36561,5
57925,63391,5
74791,63391,5
78326,11942,1
43046,99067,5
91988,80992,5
41432,80992,5
15563,80992,5
42665,80992,5
32196,80992,4
86137,80992,3
95157,37835,2
71154,46294,5
46209,46294,3
58000,46294,4
91139,46294,4
21164,46294,5
60688,46294,5
34505,74384,4
65781,74384,5
33586,93465,5
34830,61322,5
76002,75098,3
56039,75098,5
76385,66552,5
10884,66552,5
14620,66552,4
83284,34443,5
25878,34443,5
27052,34443,5
76799,34443,5
23386,34443,5
45481,51572,5
70964,93703,3
84082,31976,5
61459,90866,5
47382,82933,4
24096,82933,5
88058,82933,4
62033,82933,5
68386,82933,5
70739,82933,2
35801,50900,5
57539,50490,5
47752,38186,4
26614,38186,5
35814,35944,5
89769,87990,5
81943,87990,4
55663,56335,4
81241,56335,5
69370,56335,5
89385,33558,4
37490,91696,5
62386,91696,4
58000,91696,5
95948,11381,5
30149,11381,4
86066,15727,5
62093,72273,3
77303,99068,5
73514,61322,4
71065,61322,5
72434,61322,2
41349,61322,5
20166,53906,5
52097,53906,4
65498,53906,4
10418,53906,4
46573,53906,5
25926,74384,2
99950,85548,3
59105,85548,5
14117,85548,5
47925,85548,5
83064,40535,5
68112,40535,5
89769,17003,5
66678,36258,3
53267,36258,5
79296,70228,1
70253,70228,5
11616,70228,5
12984,70228,5
86126,50473,5
63139,50473,5
38026,50473,1
62093,98919,1
72680,88172,5
32770,88172,4
10599,95304,3
78390,22187,3
69106,22187,5
26970,39279,4
47912,39279,5
84243,39279,5
29732,30604,4
24250,81537,5
68480,46480,5
85704,46480,5
48634,19404,1
23643,37149,3
55774,96976,3
78700,49171,5
98737,49171,5
55984,94835,5
60341,13241,5
95948,64133,1
17650,53751,5
20492,53751,5
79048,53751,5
22776,93329,4
10916,93329,2
19444,94254,2
17842,94254,4
94577,94254,5
98744,39066,4
80168,78432,5
69195,45870,1
52671,94254,5
54066,71034,4
69013,61968,1
37672,61968,5
48278,61968,4
59928,51574,5
79162,51574,3
99461,19210,4
76725,19210,5
77241,95456,5
13879,95456,4
82911,94678,3
16671,78039,3
75847,78039,1
51535,78039,4
75928,78039,5
69013,28928,5
93200,28928,5
55702,28928,5
81218,28928,3
74980,84274,4
16671,65460,5
83564,65460,5
59825,65460,5
42050,67370,5
47424,67370,5
85444,95131,4
81763,54837,4
74131,54837,4
93945,54837,1
81038,54837,4
35972,54837,5
96653,31981,4
69094,31981,4
11809,75606,5
90030,75606,3
73514,75606,5
41135,75606,4
63677,94307,5
37357,94307,5
23039,77140,5
73037,77140,5
97634,77140,4
42202,77140,5
74174,43133,4
86289,38351,5
35750,38351,4
59825,38351,3
91876,62807,4
69106,62807,3
90896,62807,5
29563,62807,5
94206,62807,4
68912,25862,4
53267,25862,5
69760,25862,5
11134,35086,2
17032,35086,5
65846,51602,5
97185,51602,4
94538,75925,2
46955,75925,5
87946,33361,5
78503,33361,5
41985,33361,4
80615,33361,4
11103,33361,4
80966,63441,5
70649,70232,4
73506,70232,5
39739,70232,2
66512,70232,2
49326,56663,5
60986,42136,5
19158,33733,5
85121,33733,1
67383,49775,4
62247,49775,5
65256,49775,5
41771,95304,5
69094,95304,1
98106,49079,1
69180,54949,4
35092,54949,5
76720,65588,5
35869,65588,4
32529,28017,5
40418,81482,5
44128,81482,5
32770,83560,5
16119,88858,5
41528,50495,5
96013,13399,3
35450,13399,5
53417,95694,5
36814,95694,5
66118,95694,4
68047,70239,3
74839,69075,4
94160,69075,5
18723,28243,5
35101,28243,5
77972,28243,2
65498,25120,5
36258,25120,5
91876,13632,4
62901,13632,5
89577,13632,4
98995,13632,5
67578,83001,5
25564,68969,5
89140,81301,5
23264,81301,5
89427,81301,5
55950,14421,5
27288,56663,4
71727,56663,5
24868,56663,5
84031,77415,4
15399,63207,3
58157,63207,3
32770,63207,1
66933,35324,4
33214,35324,1
31191,35324,4
54549,35324,5
69857,99870,5
26388,99870,4
70253,99870,5
55772,18153,4
41528,18153,5
69942,46418,5
36112,46418,5
26925,46418,5
31879,98951,5
29479,29639,4
62553,29639,4
19789,29639,5
49310,72312,5
10593,72312,5
59271,40187,5
40379,40187,3
97255,40187,5
78268,40187,4
70135,40187,5
41264,40187,5
76356,40187,1
81102,51499,5
50840,15589,5
36674,18575,1
72670,90212,5
31568,90212,4
68112,90212,4
68567,33791,4
28902,33791,3
25090,33791,4
61459,88395,5
55694,33461,4
69765,45679,4
11134,45679,4
32071,45679,3
58199,51499,5
78503,11289,1
90486,72080,5
52097,79178,4
91988,79178,5
40631,69973,5
20415,24840,5
53271,24840,4
88658,80673,5
52757,75958,5
95343,29319,5
48222,29319,3
43013,98640,1
94812,98640,5
93653,98640,4
56954,98640,5
86137,98640,4
63139,41826,1
45992,41826,5
61005,41826,5
39952,41826,5
79855,41826,5
87588,41826,1
81915,52696,4
21122,86590,5
47382,86590,3
23778,86590,2
85444,99973,5
85121,99973,5
80292,99973,4
88969,99973,5
99095,90866,5
95948,90866,5
43898,56088,4
90631,96080,5
28214,96080,5
55322,96080,5
81265,96080,5
18171,72536,2
27288,94307,2
71928,35086,4
19789,57190,5
62247,57190,4
68912,40763,4
24868,91050,3
48278,25862,5
45770,45967,4
20446,40486,5
96803,71196,5
76200,71196,2
43059,71196,3
30326,71196,5
60917,71196,5
57178,94751,4
23369,62148,4
99400,89757,4
10784,89757,4
99897,89757,4
24371,89757,5
47099,89757,5
42139,89757,4
54814,95990,4
38333,10114,5
32793,10114,3
29028,10114,5
98821,10114,5
14620,88764,3
92262,88764,4
27422,88764,1
80280,88764,5
46087,62346,5
71765,56290,5
44220,57873,4
29563,33558,5
62033,33558,4
98575,33558,1
99029,33558,4
14609,48639,1
83539,56858,5
82586,56858,5
81265,33619,5
60721,86924,4
64399,86924,3
64664,86924,3
98737,55335,5
39667,18361,3
37116,18361,5
26296,18361,4
20997,52719,4
19402,29026,5
98663,29834,5
47988,29834,5
59928,19404,5
59649,19404,5
77007,75606,5
46941,75606,5
95700,75606,3
94160,75606,5
19402,76284,4
20581,76284,5
40718,70509,5
37138,50473,5
26925,19210,4
26608,19210,5
99296,19210,5
78687,19210,5
29831,19210,5
44646,12577,5
21122,12577,5
91272,79031,5
96065,79031,5
19121,45870,3
34123,45870,1
15910,45870,5
52212,83669,5
52152,83669,4
50817,83669,3
98946,83669,5
79934,89636,5
65523,89636,4
85533,89636,1
14006,40486,1
83721,14914,5
60688,74384,5
47099,70640,5
55256,70640,4
35316,70640,5
54243,93436,5
43926,93436,5
54473,93436,5
71521,93436,5
94094,62387,5
85995,62387,5
19365,19829,5
22238,14924,5
99924,14146,4
71046,14146,5
59271,48784,5
39667,45870,5
63139,45870,5
79639,44851,5
80445,44851,5
64986,44851,5
72061,63811,3
15287,63811,5
76667,87209,3
83831,87209,5
48559,94751,5
38145,94751,5
19252,94751,5
70557,19667,4
29430,19667,5
91573,69317,5
50120,53462,5
23172,50800,3
82911,50800,4
22854,50993,4
43999,32620,5
27052,32620,5
40630,19829,5
35332,50495,5
68567,50495,1
64890,50495,4
59935,26657,5
83691,34205,5
65609,34205,5
62033,13656,1
70135,52696,5
32529,81885,3
77810,76673,1
12176,38773,5
38054,61968,5
56482,53073,3
22065,14924,4
71761,50490,3
14620,50490,5
47277,88395,5
94120,88395,5
75189,88395,5
12205,23496,5
45595,23496,4
21712,87349,5
55663,83400,4
32068,86963,1
96665,22110,4
72711,77415,5
37759,77415,5
22303,74406,5
57297,33733,5
26388,33733,3
69827,33733,5
22171,96360,5
55517,96360,5
91251,96360,4
74741,46649,5
77375,46649,4
46319,46649,5
53417,13962,5
68645,70640,5
33586,70640,5
64617,82526,5
78390,82526,5
31560,82526,5
46087,19938,5
80698,19938,3
19789,68969,4
43793,39036,4
50040,39036,5
93702,39036,5
20985,12701,5
68442,23982,4
39381,23982,5
88291,30136,5
71261,30136,5
54066,72312,5
48713,72312,5
80292,72312,5
27900,69412,5
25005,29104,5
76029,29104,5
71046,29104,5
63799,29104,5
69942,67875,5
43714,40119,5
84787,40119,3
10675,92821,5
63638,19938,5
84976,19938,5
41135,12453,5
35539,12453,5
90332,12453,5
61651,19210,5
95736,47466,5
76720,47466,5
19648,47466,4
58831,47466,3
34635,47466,5
77089,48106,5
74491,78273,5
20335,78273,4
19444,19969,5
19252,97382,5
74498,97382,5
65411,97382,5
57059,99507,4
56954,20949,5
84895,24463,5
84243,99067,5
63673,83400,3
64943,42633,5
61003,42633,5
53572,42633,5
57114,42633,4
63673,42633,5
37187,42633,5
32410,15260,5
10784,15260,1
41264,15260,1
38954,15260,1
72680,86590,5
83690,86590,5
12606,77415,5
67526,70509,1
68912,60414,5
40828,97873,4
99029,49920,5
16838,37415,4
58764,37415,5
52212,37415,5
83539,62904,5
25538,62904,4
91041,62904,5
28689,80510,5
29479,38186,1
97962,38186,5
73728,97646,1
99400,91436,1
26948,96080,5
62675,96080,5
68044,77267,1
14609,77267,4
34633,93301,5
69127,93301,1
78588,93301,5
93592,93301,5
79934,14817,1
59214,33619,5
46941,33619,1
53572,33619,1
79138,60786,2
40630,48639,5
32672,64265,5
13412,64265,3
68386,16919,1
20446,42136,5
56603,84033,3
58689,56071,5
81247,56071,1
14211,20584,4
94106,20584,5
69079,56663,2
10345,23364,2
29430,23364,1
97004,23364,4
32418,23364,5
90990,45870,5
96594,45870,5
81900,45870,4
29101,54930,4
22976,47451,4
47650,11981,4
38087,11981,5
18421,11981,5
23264,77141,5
23766,77141,5
78390,77141,5
11894,77141,5
39168,77141,5
88410,86389,1
22526,86389,4
87390,86389,4
38295,53073,5
41373,53982,2
24162,77728,5
37219,77728,1
71928,89958,1
80434,92826,5
15294,92826,1
17401,95420,5
82487,95420,5
75907,85676,2
14609,75606,5
10013,75606,5
30116,28261,4
32071,28261,1
60695,21846,5
95475,21846,5
86901,21846,4
47378,32213,5
31870,32213,5
64323,32213,5
39433,32213,5
48889,66864,4
67233,66864,4
24658,94527,4
43046,31303,5
35450,40025,5
86131,40025,4
44569,40025,5
88149,40025,3
90092,40025,5
76086,40025,5
36092,77372,5
94577,94818,5
56497,47466,4
50934,97495,5
74791,12826,4
79968,64699,5
72305,65001,4
11557,65001,5
72909,65001,5
58790,17756,5
72370,10316,5
48634,10316,3
22776,10316,5
70416,15262,5
55669,15262,5
71928,94139,5
42373,94139,5
40112,94139,4
80218,94139,5
91585,85057,3
48468,73833,5
59984,73833,5
21861,20949,5
97830,20949,5
17928,29639,5
25217,29639,5
99007,56256,5
11031,56256,5
45569,23981,4
71698,23981,4
44139,95420,2
96810,69774,5
95157,69774,3
30116,69774,5
52064,69774,5
36952,14421,4
13412,14421,5
11076,84302,4
24221,30280,5
95157,30280,5
34480,30280,5
39683,30280,4
54692,30280,5
21262,30280,5
35399,30280,2
93675,30280,4
45595,29834,5
19857,29834,5
45992,29834,5
63139,48494,5
74791,25959,2
64890,25959,3
27728,25959,3
15910,25959,4
72556,87349,5
41914,87349,3
92463,87349,5
66678,87349,3
46633,87349,4
76002,87349,1
91139,92602,5
76200,92602,4
88353,95304,5
78580,95304,5
28056,95304,1
69079,35812,4
70916,51572,5
85065,51572,5
90954,77140,2
36326,13489,3
35450,13489,4
59145,13489,5
74980,13489,5
65834,13489,5
57059,33461,4
40106,33461,5
84087,33461,4
48763,33461,1
45569,33461,5
87658,67169,5
76353,67169,2
85417,67169,5
19288,67169,5
72546,67169,2
95542,71919,5
24515,82526,5
83691,82526,5
72102,23981,4
78391,23981,5
61005,23981,5
36757,23981,1
15904,86963,5
26296,27926,5
36258,27926,4
66512,26999,5
85941,29755,1
58119,29755,3
28826,29755,3
54243,57397,1
81531,72080,5
88301,15260,5
41025,15260,5
35758,15260,5
51978,15260,4
49598,19969,5
66658,19404,1
99897,57873,3
46456,14146,1
34123,49492,5
41070,61406,5
32042,83669,4
20446,83669,4
43059,22862,5
30877,74406,5
34450,74406,5
48481,63207,5
36098,63207,4
38148,46251,4
60885,46251,5
72670,46251,4
53271,46251,4
15399,23955,3
26528,23955,5
22156,23955,5
74791,23955,4
95850,23955,5
13046,33361,5
80267,33361,4
62033,33361,4
50840,33361,5
44653,75606,2
12247,75606,5
55263,75606,5
38333,69317,5
11557,69317,4
76002,69317,5
28503,69317,4
26614,69317,5
75189,51507,1
93653,64435,5
99390,64435,4
55447,64435,5
12377,64435,5
16431,64435,5
15560,64435,5
42640,10489,5
85619,10489,4
79162,10489,5
72341,10489,1
32634,10489,4
32160,10489,5
43059,10489,4
31916,10489,5
44043,59878,4
72645,59878,5
56603,16715,5
55984,16715,5
38148,16715,1
62719,16715,5
63666,16715,4
91676,16715,5
55694,75606,4
77810,75606,4
75277,75606,5
10207,44811,4
69817,44811,5
20828,88705,2
85220,79031,4
50120,79031,3
41934,79031,5
31191,79031,5
84946,28250,3
27311,28250,5
93621,28250,5
88939,56663,5
54194,79031,4
11998,79031,5
72556,22550,5
79011,87035,4
40693,87035,5
95685,87035,3
47567,99870,5
41026,99870,3
44313,99870,5
64331,99870,4
15611,47001,5
38145,93949,5
35801,93949,2
55293,93949,5
84082,93949,5
41264,47466,1
64665,47466,4
32634,47466,4
68081,30510,5
21755,64071,5
87823,25959,5
83306,82779,4
55293,82779,5
63211,40039,5
21628,45967,2
36092,45967,5
91988,88705,5
95665,82520,5
66067,83001,5
93702,83001,1
55730,83001,4
53572,65001,1
44147,65001,3
71230,65001,5
81893,65001,4
79377,72035,4
14203,92821,5
42684,92821,5
15457,12577,5
68753,33558,5
64182,33558,5
52949,33558,5
60525,66877,5
51999,42473,5
70478,70228,4
83728,13685,5
19158,13685,5
57325,13685,5
89570,50495,4
35758,50495,2
80610,56071,3
18807,56071,5
54684,56071,4
93702,24095,5
80966,39715,4
54549,39715,5
72680,49521,5
90878,27926,5
79249,33733,5
79249,33733,4
70876,20502,5
47099,60960,5
50817,60960,4
55380,88764,5
10916,68969,4
22976,68969,4
66700,68969,5
46209,68969,5
90691,68969,5
44285,49775,5
43636,49775,5
99029,80992,4
66083,39178,5
87419,39178,5
76799,39178,4
50187,12718,5
68081,90448,3
81265,90448,4
12176,91101,5
91876,91101,5
46557,72876,5
94246,29197,5
62033,28145,4
24640,62148,5
32160,70228,5
40828,46219,3
48162,25790,5
84946,56253,3
81218,35532,5
70253,35532,2
12606,71114,5
48799,71114,4
91251,34205,4
88776,58477,4
55293,42952,1
38667,19421,5
48907,19421,5
69389,19421,5
63227,89966,5
46456,89966,5
87390,89966,4
34390,94838,5
60323,94838,1
69765,36258,4
39577,36258,4
42181,36258,5
85627,36258,5
23811,36258,4
55669,27405,4
27346,89966,5
69760,20949,5
32068,20949,5
40693,20949,5
67578,82520,2
66067,82520,5
57516,85505,4
78503,11789,5
71579,42174,5
79934,71966,3
28103,71966,5
76931,71966,3
99400,69681,5
11766,69681,1
17171,69681,5
21959,69681,3
51120,69681,3
33827,47491,5
85798,58477,5
54814,58477,5
85063,76591,5
40379,97721,4
19874,97721,5
73891,63441,1
42654,48784,3
80987,48784,5
62330,48784,4
42225,48784,5
41026,48784,1
98420,48784,3
50840,67287,5
60885,71923,4
96420,71923,5
93217,71923,5
68645,71923,4
31879,71923,5
94713,71923,4
83306,71923,3
29218,71923,1
46573,71923,5
73960,71923,4
74839,71923,3
98672,31960,5
33070,14924,4
79500,14924,5
72097,67169,5
80292,67169,2
68440,67169,5
79753,67169,1
88098,81485,3
77972,81485,3
22909,35700,5
67810,35700,5
85444,22205,4
90888,22205,3
23177,22205,3
27528,94139,3
21861,94139,5
61651,19397,4
55663,47491,4
38333,70795,2
79048,70795,4
15191,39024,5
81893,34882,3
90761,34882,5
28675,88806,1
39381,88806,1
70604,88806,5
48453,99360,5
85403,99360,1
49181,99360,1
83691,99360,1
93108,99360,4
29253,99360,5
47382,99360,4
46955,31600,4
32672,31600,5
29183,31600,5
78268,31600,5
69760,57873,4
60084,47001,4
74174,47001,5
33741,47001,2
69560,94678,5
13565,95508,2
42181,95508,4
56304,83669,5
98744,83669,4
99006,39066,4
90465,39066,5
37759,92931,3
77843,90619,3
42050,62801,4
15611,20153,5
73960,22205,4
10115,22205,2
91418,22205,4
32920,40025,4
60818,89636,4
81503,63584,5
62719,29703,4
74916,29703,5
81503,29703,5
97463,29703,5
91376,37535,1
26594,37535,1
59676,62801,4
83539,49106,1
42941,20633,5
80812,33733,5
71928,56934,5
10884,63977,2
15904,63977,5
24658,32455,2
56603,62316,4
21140,62316,3
44646,88395,5
45512,31600,5
61005,31600,1
82940,31600,1
61698,49197,5
70557,15727,4
36268,84302,4
62993,64790,3
22976,64790,5
84639,29104,5
34123,90908,2
37490,32968,5
47683,36561,5
41781,36561,1
18817,36561,4
54066,10316,5
22211,10316,4
81282,40763,4
32810,27064,4
55162,52313,5
78583,52313,3
59928,52313,3
59984,31323,1
68963,48494,5
43007,48884,3
87054,48884,5
78588,73601,3
17928,96486,4
24515,97750,1
33617,97750,4
83775,97750,4
98995,98889,5
52607,47008,5
69673,47008,4
64665,47008,2
54943,61406,4
78503,61406,4
37832,46595,5
79580,46595,4
29183,74529,2
12931,90908,3
92645,49670,4
36268,23982,5
76071,49106,5
98672,49106,4
71463,29834,5
14620,29834,5
43926,29834,4
71579,34190,1
37672,46418,3
58119,43680,5
35101,43680,5
63638,86869,4
54813,79242,5
90486,63922,2
92476,63922,3
30312,63922,3
73960,63922,5
66512,63922,4
96484,36101,5
12558,36101,4
81176,52719,3
57455,52719,5
22000,89757,3
46252,95456,5
93200,95456,1
86486,78039,4
31879,49110,4
47802,13077,1
27692,13077,4
72645,56301,1
55322,56301,3
38242,56301,5
80812,56301,5
24527,38351,4
40106,38351,1
78687,87793,4
10675,87793,1
85798,23496,5
52949,98963,5
15191,98963,5
18337,98963,4
20828,37149,3
55207,37535,5
80987,86229,5
10057,51572,5
50120,83584,3
40191,86869,4
86126,28324,4
99502,36298,5
77381,36298,3
90888,50490,5
59935,83080,1
81107,50800,5
50934,91363,4
84976,58740,4
69589,88759,5
15489,56290,5
30877,40187,4
47005,73388,5
23113,73388,4
46573,54837,5
82664,12701,2
91020,61322,5
71873,61322,2
38154,61322,4
29732,61322,4
26555,58285,5
44220,58285,5
15816,27455,5
22033,29755,5
44146,95990,5
11134,29639,1
99095,29639,3
24221,29639,1
23172,29639,1
47950,29639,4
70604,29639,5
68480,29639,3
56828,29639,3
61010,29639,3
77591,29639,3
99950,54530,5
57249,88479,5
55447,88479,5
40368,98390,5
29973,95456,1
46465,47218,1
12247,99068,5
83064,53906,5
24525,28324,5
24749,28324,2
59271,28324,5
21861,28324,5
13783,86963,4
33554,19210,5
26703,54949,5
85941,83698,1
65333,83698,2
12946,83698,5
25090,83698,4
24868,83698,5
51796,83698,4
46465,82574,5
52655,82574,3
78356,82574,5
21628,31960,4
61330,79242,4
44128,67287,5
59547,67287,4
93763,67287,5
31078,40268,1
93817,40268,5
75256,78614,3
69094,78614,3
75847,78614,1
23229,78614,2
28675,65255,3
64890,65255,3
41528,63391,5
32042,32451,1
34866,62807,1
37759,62807,1
52740,56290,5
10916,56290,1
51535,56290,4
27346,56290,4
17650,56290,4
47650,30478,3
37187,30478,5
82862,30478,5
12918,68240,5
35869,68240,4
58454,68240,5
11894,68240,2
96013,27227,5
65781,14439,1
35247,14439,4
89465,14439,1
68440,66545,4
19756,66545,5
38645,84274,4
97890,84274,1
82743,94170,4
76441,94170,2
48724,15676,4
32770,15676,3
68568,15676,4
46088,15676,3
66067,15676,1
78503,87349,4
86056,85172,4
76086,99006,5
65834,99006,5
48907,49521,5
50412,49521,3
48634,70061,5
64890,70061,3
27184,70061,5
93349,70061,5
42287,70061,4
54814,70061,5
25878,92931,1
75433,98390,4
30116,57617,4
78356,93301,5
69094,80873,5
84082,70232,4
23113,70232,4
19444,68142,5
71230,68142,5
60885,98403,1
21262,98403,4
80026,98403,4
42270,98403,5
60721,25599,5
42139,71919,5
20815,31600,5
60525,31600,4
88699,31600,2
58831,73388,4
57178,73388,5
34505,91436,5
93817,82027,2
61669,82027,3
76725,49882,5
80611,35532,5
59265,86590,3
53148,86590,4
78356,86590,4
95700,57218,4
82734,57218,5
88353,84151,4
22976,85505,5
29732,85505,3
70416,85505,5
45095,85621,4
34480,79031,5
90631,47001,2
70451,55091,5
15457,55091,5
54074,55091,4
51172,55091,4
98672,55091,5
65663,55091,5
52513,82933,5
80052,99006,4
78744,57190,3
53148,81482,3
60986,36258,5
41025,36258,5
79535,36258,1
78503,36258,5
41985,36258,4
72556,32968,4
23425,32968,5
15012,32968,5
95873,18575,5
46065,18575,4
94371,18575,4
19626,95354,5
23229,63441,4
72711,63441,5
33054,32455,5
49836,32455,5
26614,88172,5
76071,88172,4
67846,53099,5
88939,53099,5
21272,53099,5
48634,86924,5
47005,86924,4
11487,86924,5
60323,15278,1
73075,58285,5
34866,58285,4
38054,58285,4
66118,58285,5
33429,88764,1
